report_period,report_year,report_month,source_file,project_code,project_name,agency,approval_date,original_doc,revised_doc,anticipated_doc,original_cost_cr,revised_cost_cr,anticipated_cost_cr,cost_overrun_cr,cost_overrun_pct,cumulative_expenditure_cr,physical_progress_pct,financial_progress_pct,financial_vs_physical_gap_pct,time_overrun_months,delay_risk_level,root_cause_category,delay_narrative,sector,state,cost_escalation_ratio,expenditure_burn_ratio,log_original_cost,fund_drain_anomaly_flag,planned_duration_months,root_cause,delay_duration_days,risk_level
MAR-2025,2025,MAR,FRMarch2025.pdf,N24000864,WIDENING AND UP-GRADATION TO 2-LANE WITH PAVED SHOULDER CONFIGURATION AND GEOMETRIC IMPROVEMENTS FRO,NHIDCL,4-2017,4/2024,N.A.,3/2025,404.29,,750.32,346.03,85.59,654.75,97.51,161.95,64.44,11.0,High,General Execution Delay,"Background WIDENING AND UP-GRADATION TO 2-LANE WITH PAVED SHOULDER CONFIGURATION AND GEOMETRIC IMPROVEMENTS FRO, MIZORAM Project approved in april 2017 with cost of Rs 404.29 crore and it is to be completed by Sep’2019 555 WIDENING AND UP-GRADATION TO 2-",Road Transport & Highways,Uttar Pradesh,1.856,1.62,6.005,1,84.0,Fund Constraint & Financial Stress,334,High
MAR-2025,2025,MAR,FRMarch2025.pdf,N24000865,WIDENING AND UP-GRADATION TO 2-LANE WITH PAVED SHOULDER CONFIGURATION AND GEOMETRIC IMPROVEMENTS FRO,NHIDCL,4-2017,9/2023,N.A.,3/2025,428.11,,746.39,318.28,74.35,605.09,97.46,141.34,43.88,18.0,High,General Execution Delay,"Background WIDENING AND UP-GRADATION TO 2-LANE WITH PAVED SHOULDER CONFIGURATION AND GEOMETRIC IMPROVEMENTS FRO, MIZORAM Ministry Of Statistics and Programme Implementation Infrastructure and Project Monitoring Division Release On 24-Aug-2020 Likely date of Appointed Date 15.02.2020 559 CONSTRUCTION",Road Transport & Highways,Uttar Pradesh,1.743,1.413,6.062,1,77.0,Land Acquisition & Right of Way,547,High
MAR-2025,2025,MAR,FRMarch2025.pdf,N24002027,KEIFANG - TUVAI PKG-3,NHIDCL,12-2021,2/2025,N.A.,12/2025,500.88,,500.88,0.0,0.0,250.46,65.1,50.0,-15.1,10.0,Medium,On Schedule / Undocumented,,Other Infrastructure,Multi-State / Central,1.0,0.5,6.218,0,38.0,Administrative & Inter-Agency Coordination,304,Medium
MAR-2025,2025,MAR,FRMarch2025.pdf,N24001975,UP-GRADATION TO 2-LANE WITH PAVED SHOULDERS OF NGOPA - PAWLRANG SECTION OF NH 102B OF AIZAWL - IMPHA,NHIDCL,9-2021,2/2025,N.A.,12/2025,523.78,,523.78,0.0,0.0,303.2561,137.0,57.9,-79.1,10.0,Medium,On Schedule / Undocumented,,Road Transport & Highways,Uttar Pradesh,1.0,0.579,6.263,0,41.0,Administrative & Inter-Agency Coordination,304,Medium
MAR-2025,2025,MAR,FRMarch2025.pdf,N24001278,CONSTRUCTION OF TWO LANE WITH PAVED SHOULDER OF SELLING-DULTE SECTION OF NH-06 (PKG-I),NHIDCL,3-2020,7/2022,N.A.,6/2024,206.88,,219.33,12.45,6.02,265.18,100.0,128.18,28.18,23.0,Medium,On Schedule / Undocumented,,Road Transport & Highways,Multi-State / Central,1.06,1.282,5.337,1,28.0,Land Acquisition & Right of Way,699,Medium
MAR-2025,2025,MAR,FRMarch2025.pdf,N24001281,CONSTRUCTION OF TWO LANE WITH PAVED SHOULDER OF SELLING-DULTE SECTION OF NH-06 (PKG-III),NHIDCL,3-2020,7/2022,N.A.,6/2025,292.24,,331.17,38.93,13.32,291.2,93.15,99.64,6.49,35.0,High,On Schedule / Undocumented,,Road Transport & Highways,Multi-State / Central,1.133,0.996,5.681,0,28.0,Land Acquisition & Right of Way,1064,High
MAR-2025,2025,MAR,FRMarch2025.pdf,N24002204,ZORINPUI- HMAWNGBU-LONGMASU (NH- 502A),NHIDCL,2-2023,12/2026,N.A.,12/2026,781.85,,781.85,0.0,0.0,67.12,141.0,8.58,-132.42,0.0,Low,On Schedule,,Other Infrastructure,Multi-State / Central,1.0,0.086,6.663,0,46.0,On Schedule,0,Low
MAR-2025,2025,MAR,FRMarch2025.pdf,N24001358,TLABUNG - LUNGLEI PKG-A,NHIDCL,3-2021,12/2022,N.A.,3/2026,698.44,,698.45,0.01,0.0,481.12,52.84,68.88,16.04,39.0,High,On Schedule / Undocumented,,Other Infrastructure,Multi-State / Central,1.0,0.689,6.55,1,21.0,Administrative & Inter-Agency Coordination,1186,High
MAR-2025,2025,MAR,FRMarch2025.pdf,N24001359,TLABUNG - LUNGLEI PKG-B,NHIDCL,3-2021,1/2023,N.A.,3/2026,740.58,,740.58,0.0,0.0,353.73,50.6,47.76,-2.84,38.0,High,On Schedule / Undocumented,,Other Infrastructure,Multi-State / Central,1.0,0.478,6.609,0,22.0,Administrative & Inter-Agency Coordination,1155,High
MAR-2025,2025,MAR,FRMarch2025.pdf,N24001440,KEIFANG - TUVAI PKG-1,NHIDCL,9-2021,5/2023,N.A.,5/2024,492.94,,492.94,0.0,0.0,353.09,100.0,71.63,-28.37,12.0,Medium,On Schedule / Undocumented,,Other Infrastructure,Multi-State / Central,1.0,0.716,6.202,0,20.0,Administrative & Inter-Agency Coordination,365,Medium
MAR-2025,2025,MAR,FRMarch2025.pdf,N22000124,NEW LINE FROM DIMAPUR TO ZUBZA(KOHIMA) NATIONAL PROJECT (NEFR),NFR,4-2006,3/2015,N.A.,12/2029,2326.52,6663.2,6663.2,4336.68,186.4,4531.38,66.0,194.77,128.77,177.0,High,Land Acquisition & Right of Way; Forest & Environmental Clearance; Scope & Design Changes,"Background NEW LINE FROM DIMAPUR TO ZUBZA(KOHIMA) NATIONAL PROJECT (NEFR), NAGALAND (i) Intial Pink Book Cost :- Rs 850.00 Crs. (ii) ROR :- (-) 26.44% (iii) Sanctioned as National Project vide RB L/No 95/W-1/LCT/NF/1 dated 16.05.2007. BACK GROUND OF PROJECT :- This project was sanctioned through sup",Railways,Multi-State / Central,2.864,1.948,7.753,1,107.0,Land Acquisition & Right of Way,5381,High
MAR-2025,2025,MAR,FRMarch2025.pdf,N24001475,CONSTRUCTION OF 2 LANE WITH HARD SHOULDER FROM DESIGN CHAINAGE KM 283.000 TO KM 325.440 (5- LEGGED J,NHIDCL,3-2022,12/2024,N.A.,1/2025,605.36,,605.36,0.0,0.0,273.21,100.0,45.13,-54.87,1.0,Low,On Schedule / Undocumented,,Other Infrastructure,Multi-State / Central,1.0,0.451,6.407,0,33.0,On Schedule,30,Low
MAR-2025,2025,MAR,FRMarch2025.pdf,N24001438,MERANGKONG-TAMLU-MON (MTM) PKG-5,NHIDCL,7-2021,12/2023,N.A.,9/2025,161.73,,161.73,0.0,0.0,62.0859,153.0,38.39,-114.61,21.0,Medium,On Schedule / Undocumented,,Other Infrastructure,Multi-State / Central,1.0,0.384,5.092,0,29.0,Administrative & Inter-Agency Coordination,638,Medium
MAR-2025,2025,MAR,FRMarch2025.pdf,N24001282,2 LANING OF KOHIMA - JESSAMI SECTION (PACKAGE II),NHIDCL,3-2020,6/2022,N.A.,1/2026,355.79,,355.79,0.0,0.0,109.24,62.7,30.7,-32.0,43.0,High,On Schedule / Undocumented,,Other Infrastructure,Multi-State / Central,1.0,0.307,5.877,0,27.0,Administrative & Inter-Agency Coordination,1307,High
MAR-2025,2025,MAR,FRMarch2025.pdf,N24001976,WIDENING TO 2 LANE WITH HARD SHOULDER OF AKEGWO-AVANGKHU SECTION OF NH-202K FOR PACKAGE-I (DESIGN CH,NHIDCL,12-2022,2/2026,N.A.,2/2026,430.24,,430.24,0.0,0.0,92.24,49.15,21.44,-27.71,0.0,Low,On Schedule,,Road Transport & Highways,Multi-State / Central,1.0,0.214,6.067,0,38.0,On Schedule,0,Low
MAR-2025,2025,MAR,FRMarch2025.pdf,N24001977,WIDENING TO 2 LANE WITH HARD SHOULDER OF AKEGWO-AVANGKHU SECTION OF NH-202K FOR PACKAGE-II (DESIGN C,NHIDCL,12-2022,2/2026,N.A.,2/2026,442.54,,442.54,0.0,0.0,39.97,20.46,9.03,-11.43,0.0,Low,On Schedule,,Road Transport & Highways,Multi-State / Central,1.0,0.09,6.095,0,38.0,On Schedule,0,Low
MAR-2025,2025,MAR,FRMarch2025.pdf,N24001978,WIDENING TO 2 LANE WITH HARD SHOULDER OF AKEGWO-AVANGKHU SECTION OF NH-202K FOR PACKAGE-III (DESIGN,NHIDCL,12-2022,2/2026,N.A.,2/2026,497.18,,497.18,0.0,0.0,159.36,58.7,32.05,-26.65,0.0,Low,On Schedule,,Road Transport & Highways,Multi-State / Central,1.0,0.321,6.211,0,38.0,On Schedule,0,Low
MAR-2025,2025,MAR,FRMarch2025.pdf,N24001912,PEREN-DIMAPUR PKG-3,NHIDCL,2-2021,6/2025,N.A.,12/2025,177.77,199.02,199.02,21.25,11.95,43.33,56.47,24.37,-32.1,6.0,Low,On Schedule / Undocumented,,Other Infrastructure,Multi-State / Central,1.12,0.244,5.186,0,52.0,On Schedule,182,Low
MAR-2025,2025,MAR,FRMarch2025.pdf,N44000002,"CONSTRUCTION OF SIKKIM UNIVERSITY CAMPUS PHASE-I, PACKAGE -II AT YANGANG SOUTH SIKKIM",Sikkim Universi,8-2020,1/2025,N.A.,12/2024,314.06,,303.55,-10.51,-3.35,157.2454,177.0,50.07,-126.93,0.0,Low,On Schedule,,Other Infrastructure,Northeast States,0.967,0.501,5.753,0,53.0,On Schedule,0,Low
MAR-2025,2025,MAR,FRMarch2025.pdf,N18000326,RANGIT IV HE PROJECT,NHPC,3-2021,5/2024,N.A.,12/2025,938.29,,1828.11,889.82,94.83,1431.82,85.82,152.6,66.78,19.0,High,On Schedule / Undocumented,,Power & Renewable Energy,Multi-State / Central,1.948,1.526,6.845,1,38.0,Fund Constraint & Financial Stress,578,High
MAR-2025,2025,MAR,FRMarch2025.pdf,N24001261,CONSTRUCTION AND UPGRADATION OFEXISTINGROAD TO 2-LANE WITH PAVED SHOULDER INCLUDING GEOMETRIC IMPROV,NHIDCL,8-2020,4/2023,N.A.,4/2025,311.0,,273.78,-37.22,-11.97,257.86,94.79,82.91,-11.88,24.0,Medium,On Schedule / Undocumented,,Road Transport & Highways,Multi-State / Central,0.88,0.829,5.743,0,32.0,Land Acquisition & Right of Way,730,Medium
MAR-2025,2025,MAR,FRMarch2025.pdf,N24001251,CONSTUCTION/UPGRADATION OF EXISTING HIGHWAY TO 2 LANE WITH PAVED SHOULDER FROM KM 0.00 TO KM 13.00 N,NHIDCL,3-2019,4/2022,N.A.,3/2025,402.94,,402.94,0.0,0.0,247.12,76.54,61.33,-15.21,35.0,High,On Schedule / Undocumented,,Road Transport & Highways,Multi-State / Central,1.0,0.613,6.001,0,37.0,Land Acquisition & Right of Way,1064,High
MAR-2025,2025,MAR,FRMarch2025.pdf,N24001254,CONSTUCTION/UPGRADATION OF EXISTING HIGHWAY TO 2 LANE WITH PAVED SHOULDER FROM KM 26.10 TO KM 40.00,NHIDCL,3-2020,6/2022,N.A.,1/2024,242.97,,244.45,1.48,0.61,246.91,187.0,101.62,-85.38,19.0,Medium,On Schedule / Undocumented,,Road Transport & Highways,Multi-State / Central,1.006,1.016,5.497,0,27.0,Land Acquisition & Right of Way,578,Medium
MAR-2025,2025,MAR,FRMarch2025.pdf,N24001317,2-LANING FROM JOLAIBARI - BELONIA,NHIDCL,6-2020,1/2022,N.A.,3/2025,201.99,,287.47,85.48,42.32,144.0798,200.0,71.33,-128.67,38.0,High,On Schedule / Undocumented,,Other Infrastructure,Multi-State / Central,1.423,0.713,5.313,0,19.0,Scope & Engineering Design Modifications,1155,High
MAR-2025,2025,MAR,FRMarch2025.pdf,N24002132,4 LANE WITH PAVED SHOULDER AGARTALA BYPASS (WESTERN SIDE) CONNECTING NH- 8,NHIDCL,3-2023,3/2027,N.A.,3/2027,2026.05,,2026.05,0.0,0.0,18.44,6.12,0.91,-5.21,0.0,Low,On Schedule,,Road Transport & Highways,Multi-State / Central,1.0,0.009,7.614,0,48.0,On Schedule,0,Low
MAR-2025,2025,MAR,FRMarch2025.pdf,N24002160,IMPROVEMENT AND WIDENING TO 2-LANE WITH PAVED SHOULDER OF ROAD FROM KM 101.300 TO KM 127.319 (TOTAL,NHIDCL,1-2024,7/2026,N.A.,7/2026,431.78,,431.78,0.0,0.0,46.6,21.84,10.79,-11.05,0.0,Low,On Schedule,,Road Transport & Highways,Multi-State / Central,1.0,0.108,6.07,0,30.0,On Schedule,0,Low
MAR-2025,2025,MAR,FRMarch2025.pdf,N24001914,IMPROVEMENT AND WIDENING TO 2-LANE WITH EARTHEN PAVED SHOULDER FROM UDAIPUR TO SRIMANTAPUR,NHIDCL,5-2023,11/2024,N.A.,9/2025,195.95,,195.95,0.0,0.0,37.1,38.44,18.93,-19.51,10.0,Medium,On Schedule / Undocumented,,Road Transport & Highways,Rajasthan,1.0,0.189,5.283,0,18.0,Administrative & Inter-Agency Coordination,304,Medium
MAR-2025,2025,MAR,FRMarch2025.pdf,N22000584,LUDHIANA KILA RAIPUR (19 KMS) WITH FREIGHT LINE AT GILL STATION ON LDH-JHL SECTION,NR,3-20193/2025,(N.A.),,10/2025,235.72,,235.72,0.0,0.0,49.1153,3.0,20.84,17.84,0.0,Medium,On Schedule,,Other Infrastructure,Chhattisgarh,1.0,0.208,5.467,1,36.0,On Schedule,0,Medium
MAR-2025,2025,MAR,FRMarch2025.pdf,N24000820,Rehabilitation and up gradation to 2 lane with paved shoulder configuration from existing km. 122.00,MoRTH,11-201711/2019,(N.A.),,11/2019,237.8,,238.0,0.2,0.08,222.1398,6.0,93.41,87.41,0.0,High,On Schedule,"Background REHABILITATION AND UP GRADATION TO 2 LANE WITH PAVED SHOULDER CONFIGURATION FROM EXISTING KM. 122.00, A & N ISLANDS Projec approved in Nov’17 with cost of Rs 238 crore and it is to be completed by Nov’2019.",Road Transport & Highways,Uttar Pradesh,1.001,0.934,5.476,1,36.0,On Schedule,0,High
MAR-2025,2025,MAR,FRMarch2025.pdf,N24001008,AJANTHA TO BULDHANA,MoRTH,2-20177/2019,(N.A.),,12/2023,401.0,401.0,401.0,0.0,0.0,260.0897,8.0,64.86,56.86,0.0,High,On Schedule,"Background AJANTHA TO BULDHANA, A & N ISLANDS Projec approved in Feb’17 with cost of Rs 401 crore and it is to be completed by July’",Road Transport & Highways,Multi-State / Central,1.0,0.649,5.996,1,36.0,On Schedule,0,High
MAR-2025,2025,MAR,FRMarch2025.pdf,N04000106,KADAPPA AIRPORT- CONSTRUCTION OF NEW DOMESTIC TERMINAL BUILDING AND MISCELLANEOUS WORKS INCLUDING MA,AAI,3-20231/2026,(N.A.),,1/2026,265.91,,265.91,0.0,0.0,39.4925,13.0,14.85,1.85,0.0,Low,On Schedule,,Coal & Mines,Multi-State / Central,1.0,0.149,5.587,0,36.0,On Schedule,0,Low
MAR-2025,2025,MAR,FRMarch2025.pdf,N42000005,CONSTRUCTION OF PERMANENT CAMPUS FOR INDIAN INSTITUTE OF TECHNOLOGY TIRUPATI AT MERLAPAKA VILLAGE YE,CPWD EDUCATION,2-20196/2020,(N.A.),,6/2020,655.34,,655.34,0.0,0.0,366.2195,16.0,55.88,39.88,0.0,High,On Schedule,,Other Infrastructure,Andhra Pradesh,1.0,0.559,6.487,1,36.0,On Schedule,0,High
MAR-2025,2025,MAR,FRMarch2025.pdf,N16000538,CONSTRUCTION OF AVIATION FUEL FARM FACILITIES AT BHOGAPURAM AIRPORT,HPCL,8-20243/2026,(N.A.),,3/2026,240.0,,240.0,0.0,0.0,10.012,19.0,4.17,-14.83,0.0,Low,On Schedule,,Petroleum & Natural Gas,Multi-State / Central,1.0,0.042,5.485,0,36.0,On Schedule,0,Low
MAR-2025,2025,MAR,FRMarch2025.pdf,N16000499,MULTI-PRODUCT PIPELINE FROM KRISHNAPATNAM COASTAL INSTALLATION TO THE PROPOSED INSTALLATION AT HYDER,BPCL,9-20193/2025,(N.A.),,10/2025,1932.0,,1932.0,0.0,0.0,1491.63,82.4,77.21,-5.19,0.0,Low,On Schedule,,Petroleum & Natural Gas,Bihar,1.0,0.772,7.567,0,36.0,On Schedule,0,Low
MAR-2025,2025,MAR,FRMarch2025.pdf,N16000485,"CGD PROJECT AT KURNOOL, GUNTUR AND PRAKASAM DISTRICTS",IOCL,3-20223/2030,(N.A.),,3/2030,1420.0,,1420.0,0.0,0.0,143.266,25.0,10.09,-14.91,0.0,Low,On Schedule,,Petroleum & Natural Gas,Multi-State / Central,1.0,0.101,7.259,0,36.0,On Schedule,0,Low
MAR-2025,2025,MAR,FRMarch2025.pdf,N22000377,KOTTAVALSA - KORAPUT DOUBLING,ECOR,4-20153/2022,(N.A.),,3/2022,2499.71,,2499.71,0.0,0.0,1900.38,69.5,76.02,6.52,0.0,Low,On Schedule,"Background Ministry Of Statistics and Programme Implementation Infrastructure and Project Monitoring Division Release On 24-Aug-2020 KOTTAVALSA - KORAPUT DOUBLING, ANDHRA PRADESH Kottavalasa - Mallivedu (8.90 Km) : Commissioned on 16.09.2018. L.Kota - S.Kota (9.64 Km): Commissioned on 21.02.2019. Ma",Railways,Multi-State / Central,1.0,0.76,7.824,0,36.0,On Schedule,0,Low
MAR-2025,2025,MAR,FRMarch2025.pdf,N22000555,"PENUKONDA-DHARMAVARAM, EXCL. DHARMAVARAM (41.5 KM)",SWR,4-20193/2026,(N.A.),,12/2025,294.67,307.66,307.66,12.99,4.41,197.1941,33.0,66.92,33.92,0.0,High,On Schedule,,Other Infrastructure,Multi-State / Central,1.044,0.669,5.689,1,36.0,On Schedule,0,High
MAR-2025,2025,MAR,FRMarch2025.pdf,N22000587,RENIGUNTA WADI GOOTY - BYPASS,SCR,4-201612/2025,(N.A.),,12/2025,302.0,,302.0,0.0,0.0,203.775,37.0,67.48,30.48,0.0,High,On Schedule,,Road Transport & Highways,Multi-State / Central,1.0,0.675,5.714,1,36.0,On Schedule,0,High
MAR-2025,2025,MAR,FRMarch2025.pdf,N24001819,6L OF VEERA KAVERI RAJA PURAM TO PONDAVAKKAM FROM KM 61.380 TO KM 96.040 OF NH 716B (PKG-III),NHAI,3-20211/2025,(N.A.),,1/2025,1102.63,,1303.0,200.37,18.17,1072.39,90.8,97.26,6.46,0.0,Medium,On Schedule,,Road Transport & Highways,Multi-State / Central,1.182,0.973,7.006,0,36.0,On Schedule,0,Medium
MAR-2025,2025,MAR,FRMarch2025.pdf,N24001820,6L OF VARADHARAJULA TO KUMARAJAPET FROM KM 0.000 TO KM 43.800 OF NH-716B (PKG-I),NHAI,2-202112/2024,(N.A.),,12/2024,1484.83,,1768.0,283.17,19.07,1476.55,86.82,99.44,12.62,0.0,Medium,On Schedule,,Road Transport & Highways,Multi-State / Central,1.191,0.994,7.304,0,36.0,On Schedule,0,Medium
MAR-2025,2025,MAR,FRMarch2025.pdf,N24001821,BANGALORE CHENNAI EXPRESSWAY (PHASE-II PKG-III) FROM KM.127.000 TO KM 156.000 (BANGARUPALEM TO GUDIP,NHAI,11-202010/2024,(N.A.),,10/2024,1137.74,,1289.0,151.26,13.29,1256.44,93.73,110.43,16.7,0.0,Medium,On Schedule,,Road Transport & Highways,Tamil Nadu,1.133,1.104,7.038,1,36.0,On Schedule,0,Medium
MAR-2025,2025,MAR,FRMarch2025.pdf,N24001822,BANGALORE CHENNAI EXPRESSWAY (PHASE-II PKG-I) FROM KM.71.000 TO KM 96.000 (BETHAMANGALA IN THE STATE,NHAI,12-202010/2024,(N.A.),,10/2024,1075.27,,1307.0,231.73,21.55,1068.78,79.68,99.4,19.72,0.0,Medium,On Schedule,,Road Transport & Highways,Tamil Nadu,1.216,0.994,6.981,1,36.0,On Schedule,0,Medium
MAR-2025,2025,MAR,FRMarch2025.pdf,N24001838,6L ALURU - JAKKUVA SECTION OF NH-130CD ROAD FROM KM 365.033 TO KM 396.800 (PKG. 1),NHAI,2-20213/2024,(N.A.),,6/2025,922.5,,1128.68,206.18,22.35,473.698,48.0,51.35,3.35,0.0,Medium,On Schedule,,Road Transport & Highways,Multi-State / Central,1.224,0.513,6.828,0,36.0,On Schedule,0,Medium
MAR-2025,2025,MAR,FRMarch2025.pdf,N24001842,6L ACCESS CONTROLLED GREENFIELD HIGHWAY FROM VANAVOLU 24.300 KM. TO VANKARAKUNTA 45.700 KM. OF NH 5,NHAI,12-202211/2025,(N.A.),,11/2025,750.81,,750.81,0.0,0.0,145.1541,50.0,19.33,-30.67,0.0,Low,On Schedule,,Road Transport & Highways,Multi-State / Central,1.0,0.193,6.622,0,36.0,On Schedule,0,Low
MAR-2025,2025,MAR,FRMarch2025.pdf,N24001844,6L ACCESS CONTROLLED GREENFIELD HIGHWAY FROM ODULAPALLE 72.000 KM. TO NALLACHERUVUPALLI 96.300 KM.,NHAI,12-202210/2025,(N.A.),,10/2025,1058.9,,1058.9,0.0,0.0,249.754,52.0,23.59,-28.41,0.0,Low,On Schedule,,Road Transport & Highways,Multi-State / Central,1.0,0.236,6.966,0,36.0,On Schedule,0,Low
MAR-2025,2025,MAR,FRMarch2025.pdf,N24001846,6L ACCESS CONTROLLED GREENFIELD HIGHWAY FROM YERRAGUDIPADU 129.000 KM. TO AUDIREDDIPALLE 160.000 KM.,NHAI,2-202310/2025,(N.A.),,10/2025,1200.42,,1200.42,0.0,0.0,57.894,54.0,4.82,-49.18,0.0,Low,On Schedule,,Road Transport & Highways,Multi-State / Central,1.0,0.048,7.091,0,36.0,On Schedule,0,Low
MAR-2025,2025,MAR,FRMarch2025.pdf,N24001848,6L ACCESS CONTROLLED GREENFIELD HIGHWAY FROM MALLAPALLE 176.000 KM. TO KAVULAKUNTLA 196.000 KM. PACK,NHAI,2-202310/2025,(N.A.),,10/2025,909.02,,909.02,0.0,0.0,96.8011,56.0,10.65,-45.35,0.0,Low,On Schedule,,Road Transport & Highways,Multi-State / Central,1.0,0.106,6.813,0,36.0,On Schedule,0,Low
MAR-2025,2025,MAR,FRMarch2025.pdf,N24001856,CONSTRUCTION OF 4-LANE HIGHWAY FROM SAMARLAKOTA TO ACHAMPETA JUNCTION (FROM KM. 0.000 TO KM. 12.250,NHAI,5-20238/2025,(N.A.),,8/2025,648.75,,648.75,0.0,0.0,191.0854,58.0,29.45,-28.55,0.0,Low,On Schedule,,Road Transport & Highways,Rajasthan,1.0,0.295,6.477,0,36.0,On Schedule,0,Low
MAR-2025,2025,MAR,FRMarch2025.pdf,N24001931,LANING OF BATHALAPALLI TO MUDIGUBBA SECTION (DESIGN CHAINAGE KM. 96.300 TO 129.300) INCLUDING BATH,MoRTH,3-20222/2025,(N.A.),,2/2025,536.0,,536.0,0.0,0.0,393.8198,59.0,73.47,14.47,0.0,Low,On Schedule,,Road Transport & Highways,Multi-State / Central,1.0,0.735,6.286,0,36.0,On Schedule,0,Low
MAR-2025,2025,MAR,FRMarch2025.pdf,N24001934,NH440 RAYACHOTY TOVEMPALLI 2LPS,MoRTH,12-20215/2024,(N.A.),,7/2025,439.82,,439.82,0.0,0.0,193.6327,42.0,44.03,2.03,0.0,Low,On Schedule,,Road Transport & Highways,Multi-State / Central,1.0,0.44,6.089,0,36.0,On Schedule,0,Low
MAR-2025,2025,MAR,FRMarch2025.pdf,N24001935,4 LANE WITH PAVED SHOULDER FROM KM 0.000 TO KM 51.119 OF TADIPATRI TO MUDDANUR OF NH67,MoRTH,3-20228/2025,(N.A.),,8/2025,724.17,,724.17,0.0,0.0,464.4897,62.0,64.14,2.14,0.0,Low,On Schedule,,Road Transport & Highways,Multi-State / Central,1.0,0.641,6.586,0,36.0,On Schedule,0,Low
MAR-2025,2025,MAR,FRMarch2025.pdf,N24001942,2LPS FROM KM36.400 TO KM. 107.224 OF NH167BG FROM DUTTALUR TO KAVALI SECTION,MoRTH,3-20217/2024,(N.A.),,3/2025,423.67,,423.67,0.0,0.0,228.1561,64.0,53.85,-10.15,0.0,Low,On Schedule,,Road Transport & Highways,Multi-State / Central,1.0,0.539,6.051,0,36.0,On Schedule,0,Low
MAR-2025,2025,MAR,FRMarch2025.pdf,N24001950,NH167B FROM KM.143.320 MALAKONDA TO 189.050 SINGARAYAKONDA ON NH 16 TO TWO LANE WITH PAVED SHOULDERS,MoRTH,3-20212/2025,(N.A.),,2/2025,369.81,,369.81,0.0,0.0,303.7898,66.0,82.15,16.15,0.0,Medium,On Schedule,,Road Transport & Highways,Multi-State / Central,1.0,0.821,5.916,1,36.0,On Schedule,0,Medium
MAR-2025,2025,MAR,FRMarch2025.pdf,N24001952,NH 167 B KADAPA NELLORE BORDER TO CSPURAM I.E. FROM KM 58.635 TO KM 99.409,MoRTH,3-20228/2025,(N.A.),,8/2025,285.5,,285.5,0.0,0.0,195.5995,68.0,68.51,0.51,0.0,Low,On Schedule,,Road Transport & Highways,Multi-State / Central,1.0,0.685,5.658,0,36.0,On Schedule,0,Low
MAR-2025,2025,MAR,FRMarch2025.pdf,N24001954,WIDENING TO 2LPS OF RAMPACHODAVARAM - KOYYURU SECTION OF NH516E FROM KM.43.700 TO KM 113.820,MoRTH,3-20221/2025,(N.A.),,1/2025,568.12,,568.12,0.0,0.0,341.8391,70.0,60.17,-9.83,0.0,Low,On Schedule,,Road Transport & Highways,Multi-State / Central,1.0,0.602,6.344,0,36.0,On Schedule,0,Low
MAR-2025,2025,MAR,FRMarch2025.pdf,N24001956,2LPS FROM GONDIGUDA TO ARAKU BHALLAGUDA KM 27.480 TO KM 51.772 SECTION OF NH 516E,MoRTH,8-20209/2023,(N.A.),,12/2024,296.66,,296.66,0.0,0.0,217.4187,72.0,73.29,1.29,0.0,Low,On Schedule,,Road Transport & Highways,Multi-State / Central,1.0,0.733,5.696,0,36.0,On Schedule,0,Low
MAR-2025,2025,MAR,FRMarch2025.pdf,N24001958,2LPS OF CHAPRATHIPALEM TO LAMBASINGI SECTION OF NH 516E,MoRTH,8-202010/2024,(N.A.),,6/2025,311.22,,311.22,0.0,0.0,148.5472,74.0,47.73,-26.27,0.0,Low,On Schedule,,Road Transport & Highways,Multi-State / Central,1.0,0.477,5.744,0,36.0,On Schedule,0,Low
MAR-2025,2025,MAR,FRMarch2025.pdf,N24001959,LANE FROM KM 56.400 TO KM 120.300 FROM B.KOTHAPALLI JUNCTION TO GORANTLA OF NH 716G,MoRTH,3-20229/2025,(N.A.),,9/2025,839.98,,839.98,0.0,0.0,372.5167,75.0,44.35,-30.65,0.0,Low,On Schedule,,Road Transport & Highways,Multi-State / Central,1.0,0.443,6.735,0,36.0,On Schedule,0,Low
MAR-2025,2025,MAR,FRMarch2025.pdf,N24001980,4 LANING OF NH 544D FROM EXISTING KM 346.300 OF NH 44 (DESIGN CHAINAGE KM 0.000) TO KM 39.380 (DESIG,NHAI,10-20227/2025,(N.A.),,7/2025,907.76,,907.76,0.0,0.0,381.668,44.0,42.05,-1.95,0.0,Low,On Schedule,,Road Transport & Highways,Multi-State / Central,1.0,0.42,6.812,0,36.0,On Schedule,0,Low
MAR-2025,2025,MAR,FRMarch2025.pdf,N24001982,4L PS FROM KURNOOL (EXISTING KM. 5.400 OF NH-40/DESIGN KM.0.000) TO MANDLEM (EXISTING KM.38.000/DESI,NHAI,3-202310/2025,(N.A.),,10/2025,827.39,,827.39,0.0,0.0,331.8499,80.0,40.11,-39.89,0.0,Low,On Schedule,,Road Transport & Highways,Multi-State / Central,1.0,0.401,6.719,0,36.0,On Schedule,0,Low
